Ngày,Cá nhân trong nước,,,,,,Cá nhân nước ngoài,,,,,,Tổ chức trong nước,,,,,,Tổ chức nước ngoài,,,,,,Cá nhân trong nước (khớp lệnh + thỏa thuận),,,,,,,,Cá nhân nước ngoài (khớp lệnh + thỏa thuận),,,,,,,,Tổ chức trong nước (khớp lệnh + thỏa thuận),,,,,,,,Tổ chức nước ngoài (khớp lệnh + thỏa thuận),,,,,,,,Cá nhân trong nước (Ròng),,,,Cá nhân nước ngoài (Ròng),,,,Tổ chức trong nước (Ròng),,,,Tổ chức nước ngoài (Ròng),,,
,Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND)
27-04-2020,261946887,3790047859.3,245457302,3549665882.0,16489585,240381977.3,660110,14403017.9,696430,11775638.5,-36320,2627379.4,15603950,356431945.3,18964030,324847514.7,-3360080,31584430.6,6288400,188547178.4,27684660,654644353.7,-21396260,-466097175.3,223115790,3134147256.0,204387260,2845920154.9,38831097,655900603.3,41070042,703745727.1,660110,14403017.9,676430,11410638.5,0,0.0,20000,365000.0,6927690,198521045.3,11828070,196728164.7,8676260,157910900.0,7135960,128119350.0,4917060,160454287.4,26053320,621795462.7,1371340,28092891.0,1631340,32848891.0,18728530,288227101.1,-2238945,-47845123.8,-16320,2992379.4,-20000,-365000.0,-4900380,1792880.6,1540300,29791550.0,-21136260,-461341175.3,-260000,-4756000.0
24-04-2020,207694128,2823940555.8,199547308,2614224995.7,8146820,209715560.1,791670,12387966.6,400370,9908188.8,391300,2479777.8,14050400,255124698.7,15374800,244485690.8,-1324400,10639007.9,10825760,314440774.34,24039490,669634843.14,-13213730,-355194068.8,195203990,2640705337.4,186442170,2424846762.3,12490138,183235218.4,13105138,189378233.4,771670,12037966.6,400370,9908188.8,20000,350000.0,0,0.0,7625400,151230123.7,12444800,190163130.8,6425000,103894575.0,2930000,54322560.0,7139870,187974628.7,17453600,499389697.5,3685890,126466145.64,6585890,170245145.64,8761820,215858575.1,-615000,-6143015.0,371300,2129777.8,20000,350000.0,-4819400,-38933007.1,3495000,49572015.0,-10313730,-311415068.8,-2900000,-43779000.0
23-04-2020,162080336,2518700818.5,157305356,2276811144.2,4774980,241889674.3,857600,13906618.4,626690,13906836.2,230910,-217.8,12258030,234804110.3,12511150,284465980.2,-253120,-49661869.9,12523670,256018365.2,25321080,597175929.3,-12797410,-341157564.1,157388130,2378012807.7,149530570,2102794437.4,4692206,140688010.8,7774786,174016706.8,817600,11390618.4,472690,11127136.2,40000,2516000.0,154000,2779700.0,7333620,171804265.3,11781150,269049980.2,4924410,62999845.0,730000,15416000.0,7582330,148448558.7,18881910,466589673.8,4941340,107569806.5,6439170,130586255.5,7857560,275218370.3,-3082580,-33328696.0,344910,263482.2,-114000,-263700.0,-4447530,-97245714.9,4194410,47583845.0,-11299580,-318141115.1,-1497830,-23016449.0
22-04-2020,199316951,3022121566.55,189403781,2615513255.15,9913170,406608311.4,1208950,21165124.5,668040,16416471.0,540910,4748653.5,12344610,254595472.4,19368480,480054355.5,-7023870,-225458883.1,17437250,472490983.73,28271660,797495513.03,-10834410,-325004529.3,184470650,2767606705.4,172225710,2358309174.0,14846301,254514861.15,17178071,257204081.15,1168950,19605124.5,668040,16416471.0,40000,1560000.0,0,0.0,6741610,169818772.4,15430250,350388975.5,5603000,84776700.0,3938230,129665380.0,12821040,239379070.1,24282450,610401499.4,4616210,233111913.63,3989210,187094013.63,12244940,409297531.4,-2331770,-2689220.0,500910,3188653.5,40000,1560000.0,-8688640,-180570203.1,1664770,-44888680.0,-11461410,-371022429.3,627000,46017900.0
21-04-2020,333025109,4527463905.041,328050072,4408911820.9,4975037,118552084.141,1860500,21041198.1,1353470,23867566.4,507030,-2826368.3,13518730,269905059.2,17471607,349597605.141,-3952877,-79692545.941,18230061,809768486.22,31091161,1050538443.72,-12861100,-240769957.5,319291100,4255428066.5,316135290,4164655637.6,13734009,272035838.541,11914782,244256183.3,1860500,21041198.1,1353470,23867566.4,0,0.0,0,0.0,9222470,208478555.2,13645510,297250932.9,4296260,61426504.0,3826097,52346672.241,12289650,364836127.3,22257500,554466080.8,5940411,444932358.92,8833661,496072362.92,3155810,90772428.9,1819227,27779655.241,507030,-2826368.3,0,0.0,-4423040,-88772377.7,470163,9079831.759,-9967850,-189629953.5,-2893250,-51140004.0
20-04-2020,285093762,4194832670.76,277135102,3954009915.96,7958660,240822754.8,2619790,26439143.5,4605770,28574444.8,-1985980,-2135301.3,7599650,144568410.6,9000990,189551631.1,-1401340,-44983220.5,14205120,373841118.42,25391350,677681786.42,-11186230,-303840668.0,265091760,3786958626.4,257203100,3543597651.6,20002002,407874044.36,19932002,410412264.36,2599790,25915143.5,4270720,25120247.3,20000,524000.0,335050,3454197.5,6979650,131980410.6,8586990,181997803.1,620000,12588000.0,414000,7553828.0,8593330,198205096.8,19818610,502480010.3,5611790,175636021.62,5572740,175201776.12,7888660,243360974.8,70000,-2538220.0,-1670930,794896.2,-315050,-2930197.5,-1607340,-50017392.5,206000,5034172.0,-11225280,-304274913.5,39050,434245.5
17-04-2020,246797092,4114111335.6,227816024,3404565629.3,18981068,709545706.3,1737330,29437229.5,965870,20540991.1,771460,8896238.4,15527300,285255305.9,32456708,820520632.7,-16929408,-535265326.8,16222090,524921831.56,31737260,929150024.26,-15515170,-404228192.7,224327500,3473262862.8,218110500,3195853125.1,22469592,640848472.8,9705524,208712504.2,1717330,28447229.5,809650,14526516.1,20000,990000.0,156220,6014475.0,8851680,169477342.4,9259840,214802293.1,6675620,115777963.5,23196868,605718339.6,10589620,299394467.5,26383190,710943542.7,5632470,225527364.06,5354070,218206481.56,6217000,277409737.7,12764068,432135968.6,907680,13920713.4,-136220,-5024475.0,-408160,-45324950.7,-16521248,-489940376.1,-15793570,-411549075.2,278400,7320882.5
16-04-2020,192270130,2835576518.0,193677677,2580055810.0,-1407547,255520708.0,1384580,14953230.2,2005040,25610201.0,-620460,-10656970.8,16370993,391451677.504,20135360,624832789.5,-3764367,-233381111.996,17900850,477915226.8,21988566,658565337.404,-4087716,-180650110.604,174690550,2294287963.0,179666000,2328503938.0,17579580,541288555.0,14011677,251551872.0,1324580,14101230.2,1925040,24383201.0,60000,852000.0,80000,1227000.0,12539700,306512577.5,9156360,190356789.5,3831293,84939100.004,10979000,434476000.0,12272690,275150485.0,15960210,445975812.6,5628160,202764741.8,6028356,212589524.804,-4975450,-34215975.0,3567903,289736683.0,-600460,-10281970.8,-20000,-375000.0,3383340,116155788.0,-7147707,-349536899.996,-3687520,-170825327.6,-400196,-9824783.004
15-04-2020,254656120,3599134919.0,258098380,3580772541.6,-3442260,18362377.4,1370930,18833582.1,710710,9439316.1,660220,9394266.0,11429700,271197402.0,11577250,260050584.5,-147550,11146817.5,12435290,336887310.12,17913920,536381059.92,-5478630,-199493749.8,221341700,2867617613.0,219590920,2723465960.6,33314420,731517306.0,38507460,857306581.0,1370930,18833582.1,690710,9072316.1,0,0.0,20000,367000.0,7577950,170181682.0,8583250,210506224.5,3851750,101015720.0,2994000,49544360.0,9121800,190675186.2,14380430,384082936.0,3313490,146212123.92,3533490,152298123.92,1750780,144151652.4,-5193040,-125789275.0,680220,9761266.0,-20000,-367000.0,-1005300,-40324542.5,857750,51471360.0,-5258630,-193407749.8,-220000,-6086000.0
14-04-2020,218525042,3181091937.8,212196972,3073646329.7,6328070,107445608.1,2404200,24669882.9,938720,13478479.9,1465480,11191403.0,9992490,207873416.9,14373600,259511572.1,-4381110,-51638155.2,16302300,403023523.74,25412140,558441741.44,-9109840,-155418217.7,193548080,2785199533.6,186453320,2656597571.2,24976962,395892404.2,25743652,417048758.5,2404200,24669882.9,938720,13478479.9,0,0.0,0,0.0,7777490,168168416.9,10978600,217634222.1,2215000,39705000.0,3395000,41877350.0,9989530,260649289.9,19546060,410896211.9,6312770,142374233.84,5866080,147545529.54,7094760,128601962.4,-766690,-21156354.3,1465480,11191403.0,0,0.0,-3201110,-49465805.2,-1180000,-2172350.0,-9556530,-150246922.0,446690,-5171295.7
13-04-2020,169887979,2659254087.7,171162109,2579257297.3,-1274130,79996790.4,1191590,18724076.5,851730,22174208.3,339860,-3450131.8,8548173,211189637.22,12682980,255518685.1,-4134807,-44329047.88,20469355,504897909.92,27191728,756836828.14,-6722373,-251938918.22,156517210,2349327710.4,155075690,2184735880.0,13370769,309926377.3,16086419,394521417.3,1191590,18724076.5,851730,22174208.3,0,0.0,0,0.0,4967760,113090299.1,9622980,227834685.1,3580413,98099338.12,3060000,27684000.0,14721510,302036847.2,18025320,463014897.3,5747845,202861062.72,9166408,293821930.84,1441520,164591830.4,-2715650,-84595040.0,339860,-3450131.8,0,0.0,-4655220,-114744386.0,520413,70415338.12,-3303810,-160978050.1,-3418563,-90960868.12
10-04-2020,254774270,2780255776.3,263181400,2745300755.6,-8407130,34955020.7,1865270,22998757.5,1750140,16728926.3,115130,6269831.2,8428560,213071453.7,12521470,350760534.5,-4092910,-137689080.8,10878763,383508454.22,16214223,469259893.12,-5335460,-85751438.9,247659240,2563574003.3,257674370,2626499182.6,7115030,216681773.0,5507030,118801573.0,1865270,22998757.5,1750140,16728926.3,0,0.0,0,0.0,4564560,101425853.7,7629470,181853284.5,3864000,111645600.0,4892000,168907250.0,8141080,223557589.3,13526540,311467478.2,2737683,159950864.92,2687683,157792414.92,-10015130,-62925179.3,1608000,97880200.0,115130,6269831.2,0,0.0,-3064910,-80427430.8,-1028000,-57261650.0,-5385460,-87909888.9,50000,2158450.0
09-04-2020,232171897,3068095717.1,208695607,2850417630.3,23476290,217678086.8,1959610,20221450.2,1815850,32314815.5,143760,-12093365.3,14735095,356096034.4,37132415,518183511.1,-22397320,-162087476.7,15300165,476354278.16,31043745,758828313.56,-15743580,-282474035.4,222159690,2910560767.1,197087400,2657915730.3,10012207,157534950.0,11608207,192501900.0,1959610,20221450.2,1815850,32314815.5,0,0.0,0,0.0,6239580,146923727.4,30593310,311589613.1,8495515,209172307.0,6539105,206593898.0,9919030,293191213.4,24992200,576645789.8,5381135,183163064.76,6051545,182182523.76,25072290,252645036.8,-1596000,-34966950.0,143760,-12093365.3,0,0.0,-24353730,-164665885.7,1956410,2578409.0,-15073170,-283454576.4,-670410,980541.0
08-04-2020,179573260,2407553707.4,183907880,2433409217.7,-4334620,-25855510.3,783810,16148508.2,1330360,16126170.8,-546550,22337.4,19178600,343564757.6,9867150,279837957.6,9311450,63726800.0,19990900,532232308.42,37257780,759564292.82,-17266880,-227331984.4,165634270,2178573982.9,164062800,2093826971.2,13938990,228979724.5,19845080,339582246.5,783810,16148508.2,1310360,15114170.8,0,0.0,20000,1012000.0,7415600,156855457.6,7427220,175595220.6,11763000,186709300.0,2439930,104242737.0,9441760,263744914.0,17661900,447036833.4,10549140,268487394.42,19595880,312527459.42,1571470,84747011.7,-5906090,-110602522.0,-526550,1034337.4,-20000,-1012000.0,-11620,-18739763.0,9323070,82466563.0,-8220140,-183291919.4,-9046740,-44040065.0
07-04-2020,231206040,3304915973.7,220841460,3035003620.9,10364580,269912352.8,1957460,20107675.4,592810,7335576.9,1364650,12772098.5,14842590,386714611.6,23568910,416189122.9,-8726320,-29474511.3,14213910,518633508.72,29434990,911165706.22,-15221080,-392532197.5,224863040,3156662723.7,214158460,2881295870.9,6343000,148253250.0,6683000,153707750.0,1957460,20107675.4,572810,6973576.9,0,0.0,20000,362000.0,11797590,233109111.6,22648910,351880122.9,3045000,153605500.0,920000,64309000.0,10603050,369855815.0,24248750,741364634.5,3610860,148777693.72,5186240,169801071.72,10704580,275366852.8,-340000,-5454500.0,1384650,13134098.5,-20000,-362000.0,-10851320,-118771011.3,2125000,89296500.0,-13645700,-371508819.5,-1575380,-21023378.0
06-04-2020,269510596,3467796738.15,236761201,2735518749.6,32749395,732277988.55,1785370,19459772.0,2558450,24418893.3,-773080,-4959121.3,15550792,276212684.0,37522580,476540409.5,-21971788,-200327725.5,10071890,203495237.5,32900017,874342058.25,-22828127,-670846820.75,256560220,3173147901.2,222544320,2508603145.5,12950376,294648836.95,14216881,226915604.1,1785370,19459772.0,2459250,22737453.3,0,0.0,99200,1681440.0,8938240,180094964.0,34607540,340630079.5,6612552,96117720.0,2915040,135910330.0,6459090,135456228.6,26916410,779095866.5,3612800,68039008.9,5983607,95246191.75,34015900,664544755.7,-1266505,67733232.85,-673880,-3277681.3,-99200,-1681440.0,-25669300,-160535115.5,3697512,-39792610.0,-20457320,-643639637.9,-2370807,-27207182.85
03-04-2020,173539294,2354459393.2,143758454,2053671149.6,29780840,300788243.6,1145180,15958491.5,1570000,19449614.0,-424820,-3491122.5,12250570,385293665.2,26411890,340059601.1,-14161320,45234064.1,9727652,329589339.89,34842172,724329393.69,-25114520,-394740053.8,161243190,2076533773.5,129896470,1742809792.4,12296104,277925619.7,13861984,310861357.2,1125180,14052491.5,1320000,17374614.0,20000,1906000.0,250000,2075000.0,7170570,148970235.2,25187890,249055601.1,5080000,236323430.0,1224000,91004000.0,6333160,242349729.9,27852680,568533283.7,3394492,87239609.99,6989492,155796109.99,31346720,333723981.1,-1565880,-32935737.5,-194820,-3322122.5,-230000,-169000.0,-18017320,-100085365.9,3856000,145319430.0,-21519520,-326183553.8,-3595000,-68556500.0
01-04-2020,197602856,2059236828.2,209490756,2375248052.4,-11887900,-316011224.2,1276750,22990641.3,1403910,17089970.0,-127160,5900671.3,23891960,782130071.9,18002550,637132660.2,5889410,144997411.7,16461880,346756900.2,25605880,483254383.0,-9144000,-136497482.8,170228430,1620475206.7,158706330,1508956330.9,27374426,438761621.5,50784426,866291721.5,589750,7297141.3,1403910,17089970.0,687000,15693500.0,0,0.0,7797960,166525471.9,14710550,202011060.2,16094000,615604600.0,3292000,435121600.0,10880050,225186114.2,19264050,346573597.0,5581830,121570786.0,6341830,136680786.0,11522100,111518875.8,-23410000,-427530100.0,-814160,-9792828.7,687000,15693500.0,-6912590,-35485588.3,12802000,180483000.0,-8384000,-121387482.8,-760000,-15110000.0
31-03-2020,205263525,2361713353.25,197782745,2094054912.25,7480780,267658441.0,1280150,12980144.5,893610,18346664.9,386540,-5366520.4,19422353,454800908.0,19660833,381621258.3,-238480,73179649.7,13012790,335167269.25,28488780,725089644.75,-15475990,-389922375.5,187716600,2030573868.0,177745030,1802692425.0,17546925,331139485.25,20037715,291362487.25,1280150,12980144.5,862520,16910306.9,0,0.0,31090,1436358.0,12500350,225472777.5,15670830,168850747.8,6922003,229328130.5,3990003,212770510.5,7960560,151487048.9,23326430,530862064.4,5052230,183680220.35,5162350,194227580.35,9971570,227881443.0,-2490790,39776998.0,417630,-3930162.4,-31090,-1436358.0,-3170480,56622029.7,2932000,16557620.0,-15365870,-379375015.5,-110120,-10547360.0
30-03-2020,165661797,2022275343.3,177051918,2178620200.1,-11390121,-156344856.8,965980,13599637.9,580130,12067907.2,385850,1531730.7,18494410,477232376.9,12997810,329608883.6,5496600,147623493.3,16834850,509334783.94,20358530,595463010.84,-3523680,-86128226.9,157503910,1866129239.8,160991410,1917108952.3,8157887,156146103.5,16060508,261511247.8,935980,13179637.9,580130,12067907.2,30000,420000.0,0,0.0,8434410,164312376.9,10604810,169765283.6,10060000,312920000.0,2393000,159843600.0,9113980,197407811.6,12867660,277013788.5,7720870,311926972.34,7490870,318449222.34,-3487500,-50979712.5,-7902621,-105365144.3,355850,1111730.7,30000,420000.0,-2170400,-5452906.7,7667000,153076400.0,-3753680,-79605976.9,230000,-6522250.0
27-03-2020,189130130,2427466649.4,174955490,2446922514.9,14174640,-19455865.5,2603680,26654449.7,1845470,20996976.7,758210,5657473.0,12916320,209250846.4,29518170,443883585.1,-16601850,-234632738.7,21530760,639914500.5,24692280,612566991.8,-3161520,27347508.7,164244560,2016431930.1,147638460,1945870427.6,24885570,411034719.3,27317030,501052087.3,2573680,24929449.7,933970,15892576.7,30000,1725000.0,911500,5104400.0,8916320,167970846.4,28354170,430101985.1,4000000,41280000.0,1164000,13781600.0,13651760,460423696.5,14162280,412515211.8,7879000,179490804.0,10530000,200051780.0,16606100,70561502.5,-2431460,-90017368.0,1639710,9036873.0,-881500,-3379400.0,-19437850,-262131138.7,2836000,27498400.0,-510520,47908484.7,-2651000,-20560976.0
26-03-2020,160370430,2490452736.2,159612270,2427224390.2,758160,63228346.0,1741140,22551420.0,690940,15076698.8,1050200,7474721.2,10448480,343733636.4,23236380,552041637.1,-12787900,-208308000.7,21259920,814495101.72,25019460,859976969.82,-3759540,-45481868.1,130300970,1948694818.2,130328420,1913028355.5,30069460,541757918.0,29283850,514196034.7,1741140,22551420.0,690940,15076698.8,0,0.0,0,0.0,6595090,130524319.7,15102380,287702937.1,3853390,213209316.7,8134000,264338700.0,9963770,380162459.2,13248310,420489827.3,11296150,434332642.52,11771150,439487142.52,-27450,35666462.7,785610,27561883.3,1050200,7474721.2,0,0.0,-8507290,-157178617.4,-4280610,-51129383.3,-3284540,-40327368.1,-475000,-5154500.0
25-03-2020,203270750,3389836183.8,191416560,3080939947.7,11854190,308896236.1,3972690,38084104.3,1193770,25580444.5,2778920,12503659.8,17206020,420934489.7,22752380,522638281.2,-5546360,-101703791.5,21849630,589188418.2,38874080,937894762.7,-17024450,-348706344.5,171740150,2357126583.8,156316580,2001080400.7,31530600,1032709600.0,35099980,1079859547.0,3972690,38084104.3,1193770,25580444.5,0,0.0,0,0.0,8816570,158196404.7,18413380,351678131.2,8389450,262738085.0,4339000,170960150.0,9515030,355388994.8,25438410,657966641.3,12334600,233799423.4,13435670,279928121.4,15423570,356046183.1,-3569380,-47149947.0,2778920,12503659.8,0,0.0,-9596810,-193481726.5,4050450,91777935.0,-15923380,-302577646.5,-1101070,-46128698.0
24-03-2020,185536572,2768540251.28,166162502,2323512660.68,19374070,445027590.6,1432840,21918630.4,514630,10021584.9,918210,11897045.5,21107970,601793694.2,17111290,455361028.9,3996680,146432665.3,10284956,355750202.6,41536066,1037479044.6,-31251110,-681728842.0,168794390,2303457736.8,151368050,1919009141.2,16742182,465082514.48,14794452,404503519.48,1432840,21918630.4,514630,10021584.9,0,0.0,0,0.0,17205970,381693774.2,14754510,304170938.9,3902000,220099920.0,2356780,151190090.0,7049460,196094802.9,34127900,770530879.9,3235496,159655399.7,7408166,266948164.7,17426340,384448595.6,1947730,60578995.0,918210,11897045.5,0,0.0,2451460,77522835.3,1545220,68909830.0,-27078440,-574436077.0,-4172670,-107292765.0
23-03-2020,224150387,3338908313.3,227893475,3384159293.7,-3743088,-45250980.4,966620,13759858.2,1796700,26327759.8,-830080,-12567901.6,18327330,643870784.6,9295880,334454254.5,9031450,309416530.1,14964780,499064947.75,28803000,844869301.75,-13838220,-345804354.0,190091770,2604821644.0,188612980,2524869163.8,34058617,734086669.3,39280495,859290129.9,966620,13759858.2,1196700,21107759.8,0,0.0,600000,5220000.0,10797870,280299734.6,7018710,132796569.5,7529460,363571050.0,2277170,201657685.0,4197310,141723202.9,17635530,483225056.9,10767470,357341744.85,11167470,361644244.85,1478790,79952480.2,-5221878,-125203460.6,-230080,-7347901.6,-600000,-5220000.0,3779160,147503165.1,5252290,161913365.0,-13438220,-341501854.0,-400000,-4302500.0
20-03-2020,183554550,2676115277.0,146573523,1962150248.6,36981027,713965028.4,1314620,15627493.9,684540,8692757.3,630080,6934736.6,9737550,407163811.8,12296880,285592013.6,-2559330,121571798.2,19071370,685736134.2,58296670,1601728853.2,-39225300,-915992719.0,162974600,2357113548.0,127625770,1628206086.8,20579950,319001729.0,18947753,333944161.8,1314620,15627493.9,684540,8692757.3,0,0.0,0,0.0,7781740,204717605.8,8861730,187565204.6,1955810,202446206.0,3435150,98026809.0,11659120,372438559.0,50324420,1278351278.0,7412250,313297575.2,7972250,323377575.2,35348830,728907461.2,1632197,-14942432.8,630080,6934736.6,0,0.0,-1079990,17152401.2,-1479340,104419397.0,-38665300,-905912719.0,-560000,-10080000.0
19-03-2020,279643545,2823543579.3,268645435,2381431393.5,10998110,442112185.8,2194740,30149378.7,1065240,19844786.4,1129500,10304592.3,18723300,458721501.0,32408400,599857340.1,-13685100,-141135839.1,28602000,563733237.6,38146110,1051585373.9,-9544110,-487852136.3,270902770,2656905962.8,259130660,2214291477.0,8740775,166637616.5,9514775,167139916.5,2194740,30149378.7,1065240,19844786.4,0,0.0,0,0.0,9124370,196831116.0,8792670,204599535.1,9598930,261890385.0,23615730,395257805.0,4509380,192187210.6,28344290,808659066.9,24092620,371546027.0,9801820,242926307.0,11772110,442614485.8,-774000,-502300.0,1129500,10304592.3,0,0.0,331700,-7768419.1,-14016800,-133367420.0,-23834910,-616471856.3,14290800,128619720.0
18-03-2020,207012407,3049178783.1,180426017,2636033327.9,26586390,413145455.2,1969140,24005743.4,473020,8679948.9,1496120,15325794.5,15678330,399732329.6,23127750,444518190.0,-7449420,-44785860.4,13166190,407416247.51,44615680,1022413021.21,-31449490,-614996773.7,174973650,2370288098.2,144648510,1865607293.0,32038757,678890684.9,35777507,770426034.9,1909140,21305743.4,473020,8679948.9,60000,2700000.0,0,0.0,8238330,181278829.6,19734750,306076290.0,7440000,218453500.0,3393000,138441900.0,5879910,195093425.4,32218150,703913949.1,7286280,212322822.11,12397530,318499072.11,30325140,504680805.2,-3738750,-91535350.0,1436120,12625794.5,60000,2700000.0,-11496420,-124797460.4,4047000,80011600.0,-26338240,-508820523.7,-5111250,-106176250.0
17-03-2020,193334920,2720074502.8,192272418,2689502171.52,1062502,30572331.28,1203380,11482429.3,1218050,18467043.3,-14670,-6984614.0,60561022,993559310.82,43228330,588626920.1,17332692,404932390.72,9020643,284261497.08,36993203,878394274.38,-27972560,-594132777.3,165552180,2322986112.8,148950730,2042626078.4,27782740,397088390.0,43321688,646876093.12,1203380,11482429.3,1218050,18467043.3,0,0.0,0,0.0,16102170,468625377.1,18369630,330454114.1,44458852,524933933.72,24858700,258172806.0,5285870,171602033.8,25602330,675546405.1,3734773,112659463.28,11390873,202847869.28,16601450,280360034.4,-15538948,-249787703.12,-14670,-6984614.0,0,0.0,-2267460,138171263.0,19600152,266761127.72,-20316460,-503944371.3,-7656100,-90188406.0
